,id,polarity,tweets
52,2188709688,0,Headache
53,1981120647,0,@Egyptsaidso u were right about lastnites game damn i still love Lebron!lol
54,2182725318,0,England are rubbish. Wrong captain. Wrong selection. Only 2 batsmen. Jimmy Anderson was awful. Gutted. 
55,1467930017,0,stuck at home 
56,2175776911,0,@cateycancer ohhh??? That bad huh u still got pink in your hair where you working??
57,2188783186,0,06:38 to London Liverpool Street. A bit of time to sort my photographs and to start reading Dot Robot. Didn't find time for a coffee 
58,2198021691,0,Sadly
59,2204513867,0,@britneyspears I should have gone to see you in london! 
60,2001056928,0,@davidschwimmer cold!!!??? Here in London it's been awful. We get a humid sticky heat. Not great to work in 
61,2204488979,0,@dan_jf It's very handy but unfortunately it appears to have borked my Facebook status column 
62,1468014571,0,Work laptop is officially dead .. Not happy at all.. 
63,1467837888,0,@Henkuyinepu it's overrated 
64,1999578367,0,@oprah Tyler Perry was a first time voter?........ Australia is wayyyy behind in Oprah eps. 
65,1976978005,0,i guess it's over for the cavs..... 
66,1467894749,0,wishing i was home underneath my covers 
67,2016118429,0,@Rocker182 Sweet. No better game to be able to play anywhere than that. Too bad I don't have my PSP on me today. 
68,1558591211,0,My carelessness led to wiping out all contacts on my iPhone 
69,2057317515,0,Urgh damn hayfever my eyes are soooo itchy. *rubs eye madly*
70,1468006137,0,Wrote exactly three lines of dialogue tonight
71,2204666389,0,Maybe eating McDonalds
72,1973089933,0,Stressed.... Headache..... Stressed 
73,1982967985,0,It's no longer sunny in Seattle. http://tr.im/sunnyinseattle
74,1468056316,0,I'm doing my homework. It's gosh darn hard!! 
75,1980316231,0,Wee man is away to Englandshire with Gran and Grandad. That'll be me lost for the rest of the week. 
76,1680347120,4,@ mcdonalds with my litto sis aka cuzin lol cristyyyyy 
77,1835259469,4,@AnnaSaccone Love your new cards! I would definitely hire you ;).
78,1983068285,4,@supricky06 that was one of the most enjoyable experiences I've had on YouTube. Well done http://bit.ly/1a7zPw
79,1559842363,4,Dallas vegas goodness http://twitpic.com/3lzt1 On my way to to the SusCon 
80,1999078293,4,@JBsFanArgentina Hey I luv this pic!!! was amazing of the last CHAT of The JB in FACEBOOK! 
81,2053185460,4,@llmatticusll yuuuup! 9 miles it's for cancer! for a good deed!
82,1565998071,4,@seanmurphymusic I'am in love with Taylor Swift's &quot;Crazier&quot; and I think you should definitely do a cover of it
83,2190562741,4,Had a piece of fried chicken
84,1973399754,4,@mileycyrus BRAZIL LOVES U SO MUCH!! YOU ARE AWESOME
85,1965391855,4,@SilMuri yeah that'd be awesome... You're gonna be the new Oprah! Freakin' yeah *ninja-rolls over to Sil to eat chocolate*
86,1467987672,4,@DanniAsheOnline Awwww she called me sexy nice! you rock Danni! you just made my night gurl! muah! I'll give you props anytime! 
87,2000270889,4,@McChelsea get a glass of wine
88,1550736352,4,Had to happen
89,1967963720,4,THE LAKERS ARE SO GOING TO WIN AND ADVANCE TO THE FINALS 
90,1468005311,4,@lightinthesky wow. enjoy! 
91,1467990416,4,i drew a cute baby zebra i think he is my favorite so far 
92,1468021160,4,Went to Calgary with some of the lads (Gaspar had to sit in the boot ) to watch the Flames versus LA Kings. Calgary won 4-1. Nice night.
93,1979149789,4,@batistini21 lols you go for the cavs. orlando owned them today 
94,2050078540,4,@CCArquette ps. please try to see if you get Cougar Town to be broadcast internationally!!! im brazilian but such a great fan of yours! 
95,2046866302,4,I L&lt;3VE Taylor Swift.She is just so amazing and her music is wonderfull and makes me so happy. 
96,1467918096,4,Fine-tuning part of a song Maddy and I r making. Sounding good. I feel pro. Not. Hahaha
97,2008626683,4,Gran Turismo on PSP! FF13 to be on PC! What more can I ask for?! Gran Turismo 5 on PC perhaps? 
98,1960821853,4,@dornx give me time and ill come with you sa london! haha. good luck with that! 
99,1467971939,4,hanging out with biology til 4am woo !
100,1467917300,4,Happy Morning
101,1548496948,4,Watching Oprah that I had taped from earlier! It's was about Twitter today! 
102,2067126108,4,Chrisette Michelle just came on the ipod . she's so mellow 
103,1968082909,4,Lakers! Going to the finals!! Weee! 
104,2257073099,4,Getting my hair cut while texting with my brother and getting updates about Iran &amp; the baseball game. God
105,1467990301,4,@ILUVNKOTB he wants u to follow who he follows on twitter. some very nice organizations 
106,1468006104,4,@dmf71 rrrrrr you so very sweet a big hi to you!!!!!!! 
107,2192673181,4,@scrambledeggos Seattle is very nice. So green it reminds me of Germany 
108,2031911307,4,great song @Sharpatoulas: &quot;seattle's best&quot; ‰ªÇ http://blip.fm/~7mki1
109,1751574773,4,@taylorswift13 Taylor Swift I think you're so pretty it makes my heart melt everytime I see your face. 
110,2066535902,4,starbucks &amp; tanning. good start for today 
111,1759502287,4,@Oprah We are so happy to have you back in the Tarheel State
112,1881097261,4,Not long till LONDON BABY!!! and then the EMIRATES ON SUNDAY!!!! YEAH!! cant wait... 
113,1824369536,4,I got back from Brazil last week
114,2011034549,4,@MissSydneyJ Im good
115,1967926543,4,The Lakers got it.. hahaah this is why i love LA
116,1468037411,4,pierce surprised me w/ 2 koi fish today! he's the best!!! did i mention he's remodeling the whole apt?i'm so grateful for him in my life!
117,1467953838,4,Still up. Playin cards with the girls. 
118,2189616175,4,I have a great fun day with my best friend!! Watch pride and prejudice
119,1467936123,4,@nicolerichie that was my favorite show/series when i was little! 
120,1467841175,4,@beycah Good for you Becca
121,1967961954,4,Yeah Lakers!!!!!! I am so stinkin' excited!!! Now the cavs need to shut the magic out for the best finals possible!! 
122,1978262839,4,@seodubai Go #Lakers go! Good morning!
123,1685303578,4,@nick_carter Don't forget my dear
124,1994187668,4,Wow Announcement of new Halo game from Bungie HALO: Reach - this rumor was true too
125,1964959305,4,@hotglassblower Oprah would have touched your feminine side today and since you luv her som much I even DVR'd it 
126,1468039437,4,im glad you had a good time i wntd to do something nice for u and we did! what r u up to?
127,1967342614,4,Lakers up 13 at half ! Looking good !! 
128,1467990285,4,@alix_says
129,1994142180,4,#xboxe3 Gameplay looks awesome
130,1994102754,0,One more air crash 
131,2267117862,0,Bye bye Vegas! Helloo long ass drive home 
132,1467973313,4,@Shantymanfan I got your package! Wow
133,2050433216,4,@EP31 we have soccer
134,2211068713,0,@Lakers girls better do something amazing atthis parade!Most likelythey will just ruin thebeauty thatis goinon unfortunately they SUCK!!!
135,2266149167,0,@ObamaNews Your pages are being redirected to nowhere. 
136,2062485716,0,ugh ran to mcdonalds.. so hungry. no time to eat 
137,2266794704,0,has hayfever and can't be arsed with being grounded. i hate it.
138,1467824856,4,loving life... and loving you 
139,1468000812,0,@AmberPacific i know i dont know why i said that 
140,1685666978,0,@vishnupsp yea man
141,2195338217,0,@Nahrain yeah
142,2223904374,0,@brennasaurus Lame! Mom said she has to work all say on Saturday. :'(
143,1467986559,0,@enterbelladonna i dunno how to use the forum and i get frustrated with it. i'll miss talking to you on here. 
144,2218208927,0,My ninong Mike died yesterday.. Please pray for him. Everyone's sad about that. Facebook stats.. 
145,2238654745,0,Damn u silverstone. wotya have to hold the racing on the day i'll be travelling back from middle england!! Booo!! 
146,2249107903,0,continental check-in at seatac was so brutal. waited 30 minutes to get my boarding passes printed... worse yet... starbucks is closed. 
147,1978545952,0,@ab3dj Poor cavs....all that hard work. 
148,2218188308,0,Completely forgot that Trav wanted to play XBox tonight 
149,2008026571,0,I forgot my iphone at home. I feel naked without it 
150,2188796341,0,Going to bed early
151,2233530283,0,Worried about my friends who had a break-in-- 2 laptops stolen
152,1932652218,0,@RubyRose1 prop 8 didn't pass... again? OMG why does it even have to go to a vote. Obama should just work his magic? 
153,2187920291,0,Going to bed. I am not feeling well today. Got a fever. 
154,2069563222,0,I keep drinking coffee wishing it was Starbucks 
155,2060852332,0,@drewkolar my dad threw me out
156,2068028521,0,exhausted and I have a brutal headache 
157,2003014069,0,Loss it tough for fans and Lebron
158,2251419270,0,Shiny new white 32Gb iPhone 3G S unboxing will need to take place later due to other priorities 
159,2253750161,0,Jogging
160,2207540245,0,Waiting for him. Hopefully he gets on facebook soon. Something is wrong though
161,1467854706,0,I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday. 
162,2009988523,4,@Michael_Cera starbucks is the best. i work there
163,2296424580,0,Is starting to think Obama was all hype same old politicians
164,2256282440,0,Kelly Clarkson CD is already in. This is going to be a long ride to Scranton with @annibannani2 and @fakealvy. I #blamedrewscancer.
165,1564688640,0,Feels sad my best friend Skippy is not going to be in London Thanks for ruining that T! ;)
166,1685337831,0,I wish Fallout 3 was on the PSP...but only because that's all I have with me right now 
167,1467935628,4,@CheapyD sweet
168,1836028000,4,@googoodolls http://twitpic.com/56m0y - Really nice! Grettings from Brazil =P i love goo goo dolls (L'
169,2204876460,0,-gasps- dananananaykroyd touring aussie .... GRRR WHY ALWAYS SYDNEY AND MELBZ FFS
170,1993817089,4,Modern warfare 2 gameplay looks goood #xboxe3
171,2055745238,4,England have won the rugby they played like a well oiled machine 
172,2039738654,4,eating mcdonalds and watching b work out! yum! I need to start working out. flabs do not look good on the beach! lols
173,1977088625,0,magic vs lakers... I kno my baby @erik_jamaal is happy
174,1974642639,4,@JonasBrothers I LOVE YOU MR PRESIDENT&lt;3 my friend doesnt know about mr president &amp; she thought I said i love obama HAHA! 
175,1468033194,0,@stephenkruiser I'm so sorry to hear about your dog 
176,2052051192,0,@Shari58 Still got the fever 
177,1978768368,0,Guess I will go to bed...Cavs lost 
178,1976962520,0,ouchyyy booo headache! going to beed right now. even when its 7:42 oouuuch
179,1967985329,4,And the west was won! Yeah lakers! 
180,1975392285,0,Mr. iPod is sick 
181,1468021282,0,Well
182,1467971217,4,By the way... I never imagined that I'd have 111 followers. Thank you all
183,2045381352,4,@SeattleWillow Have a nice time work! 
184,2254977181,0,so glad it isn;t as hot today as yesterday...yet. Still can't shake this headache. 
185,2069807761,4,At starbucks with my new sister learning her new phone.
186,1881614899,0,@AnnaSaccone sounds yummy! i hate now living on practically nothing! 
187,1467906151,0,@Poohpot lmao im sorry poohpot i ate it all! 
188,2326395653,0,have a really sore throat and i think i also have a fever not good
189,1548528100,4,Ashton is going to be Oprah! All hail the Twitter King! LOL!
190,1468034673,0,Listening to Bjork's All is full of Love... crying 
191,2240602094,0,@ImajicArt 3 month cancer battle. 
192,2206742783,0,Is it raining in the north end? Too bad
193,1467814180,0,this week is not going as i had hoped 
194,1467873227,0,I'm really cold. I don't want to go to sleep yet but there's nothing to do 
195,1828030638,4,@dpburland yes i think i might just do that hehe might watch sleepless in seattle my fave 
196,1467971357,4,Just saw Sunshine Cleaning. I love Amy Adams 
197,2258562048,0,i'm bored dude åÂåÂ nobody wants to take me to mcdonalds... 
198,1467862213,0,@DjAlizay I really don't think people choose to be that way. But I think he chose not to accept my family's help He might be dead by now
199,1979900633,0,@Miss_Kookie im good mad my CAvS lost 
200,1468052063,0,@Kal_Penn I am so sad Kutner was my favorite of the new team!!
201,1751036928,4,@wale I'm gonna havta temp stop fllwing u while ur talkin abt kobe bc I loveeeeeeee him &amp; I'm taking it personal and I like lebron 2. 
202,1467989500,4,OK bedtime for me... We made it through another Monday!!! YAY!!! Night Tweets! *poof*
203,1822865989,4,http://twitpic.com/5c9gs - A picture of Taylor Swift. I really like this picture. I have an exact one on my walls of my room! 
204,1963173652,0,Anybody have advice on who to use for printing biz cards besides Overnight (bad experience) &amp; PsPrint
205,2058860624,0,listening to taylor swift
206,1957158891,4,@maryaflower McDonalds coffee beat starbucks by a mile in a blind taste test 
207,2266989055,0,happy fathers day to all the fathers out there!!!!! unfortunatly im not celebrting
208,2050828881,4,@m3L1nd4 not in youtube
209,2206318875,0,I had a dream Michelle Obama was stalking me. She was trying to pin flower broaches one me 
210,1467986614,4,@arataka yay! you found them!!! 
211,1468037016,4,GuiPulp is open 
212,1559513777,0,I can't find my Ipod Just tore the living room apart and never found it.
213,1995955627,4,Going to Brians graduation. Wearing Taylor Swift's designed dress. 
214,1833721929,0,@KidFco0L LMAO my throat hurts... Man I told myself I wasn't gonna come back from vegas with an STD rhis trip 
215,2177370539,4,@taylorswift13 you're soooo talented and I wish I could go to one of your concerts! Ily miss taylor swift! 
216,1979514746,4,@harper I'm in the same boat as you. Happily
217,1977022578,0,@elizard I think Mary is working Monday night too CAVS need a miracle 
218,2253406898,0,@psprkl @sdoyon It's bad for their little baby ears 
219,2232292528,0,I miss my iPod...life just isn't the same without it 
220,2003692932,0,@mattress i had my ipod to take notes
221,1467936920,4,Finally almost home 
222,2014223504,4,@realjohngreen Yeah
223,1467935121,0,I wanna be in a punk rock band again 
224,2255524419,0,is running a fever after last night
225,2231401627,0,Facebook is freaking out. Apparently I have no friends. Yesterday I had 642. 
226,1985624215,0,i just found my old
227,1977105075,0,@Cibaby sorry hear bout the cavs 
228,1564332091,4,you know twitter is going places when oprah starts tweeting. oh and larry king! 
229,2196224069,0,Damn
230,2014849041,0,@gfalcone601 i should soo do that but i need to get back to England asap.. miserable in Texas 
231,2322706077,0,way sunburned
232,1694532379,4,@Jonasbrothers Nice skillz Nick x love always
233,1467972258,4,@daygan Wow! This Ubuntu feature is really cool ?? again! Got More??
234,1467929915,0,My bathtub drain is fired: it haz 1 job 2 do
235,1972285421,0,wow... all i wanted to do is see taylor swift but of course shes sold out! 
236,1467901351,4,@danielkirkley Lead Me To The Cross is one of my favorites!! Great job
237,1835544596,0,more depressed than you could ever imagine that I won't be going to Vegas. I hate having to be financially responsible.
238,2175347246,4,Lakers=WorldCHhampions!!! Wooo!! Dangg The &quot; Laker Parade&quot; Was Straight Up Crazyy! Ahahaha 
239,1881753278,0,In Mcdonalds....... Wanted To See Star Trek But All Late Times 
240,1573717335,0,This is wario
241,2220967351,0,@JonasAustralia I have to wait till next week.. I get paid on monday. 
242,1468022265,0,Smugness gone. My train also failed to turn up so I'm heading for Victoria followed by an unpleasant tube ride to the City. 
243,2247048768,0,gots a headache and baby eric's got a fever crying fussy baby=no fun
244,2264791405,0,@seriog tried
245,1824687073,0,Cancer is such a deadly horrible disease... We need to unite and fight to cure cancer for all... To many people lose the fight... So sad 
246,2071912209,4,What you know about them Lakers! Haha. . .yeaaaaah baby. 
247,1977489431,0,LeBron was tired u can totally tell by that he only got 25 pts.
248,1998104602,0,I hate having my eyes dialated....I have a headache 
249,1975783415,0,Sitting at McDonalds while JC &amp; Bethanie play in the tunnels and I miss my wonderful hubby! 
250,1883408938,0,Found out that @Astro_Mike was NOT really tweeting from the space shuttle. It was just someone @ NASA. Bummer
251,1997997283,0,No more orange drink at Mcdonalds http://tinyurl.com/l2m3hb
252,1822827385,0,Up holding Rae. She just threw up all over me &amp; has an underarm fever of 103.8! Please pray for my sweet girl!
253,1834389223,0,@kuuchuu He was also in Sydney too!! 
254,2062325265,0,I want to move to London 
255,1467990530,0,@limbecky I'm doing the time warp without you and am sad. 
256,2216605801,0,waiting for taylor swift to follow me so i could message her...wish she would but im sure she wont i want to talk to her soooooo bad
257,2070050937,0,@DatasWife Aww do you really work in McDonalds. 
258,1759088692,4,watching you belong to mee video --taylor swift is amazing
259,1978842347,4,L.A. vs. Orlando...I have faith in L.A. Lakers. I'm a true fan! Go Lakers!!! 
260,2053704763,4,@feliciaday Hey can you tell me if we can use Xbox 360 to use Twitter as Tickers/popups? That would be Sweet! 
261,2177334527,4,haha realized today my dad says &quot;back home&quot; not &quot;in England&quot; I like that he has his priorities 
262,2070347245,4,Listening to love story by taylor swift in the car and singing along 
263,1978906868,4,Youtube and Facebook ftw! 
264,1823319180,4,Red Devils champion of England for the 3rd time in a row. Next stop CL title 
265,1932364070,4,@BrianViloria Not this year
266,2188469473,4,is humming &quot;Hey Stephen&quot;-Taylor Swift 
267,1467935037,4,I loved today 
268,1468021347,4,@mydesire I saw that earlier on Darker Sights/Sounds. I subscribe to that blog in my google reader. Yummmminesssssss.
269,1880879216,4,http://twitpic.com/5oll7 - We are on board....The Mini stored with the other Minis.... England here we come! 
270,2071912256,4,All rockstars are back home: while 'some of us' freshen up
271,1957670561,4,Going On The London Eye Today Wooooo Going To Take Lots Of Pictures So Add Me On Facebook To See Them When I Tweet That I'm Back Okay. 
272,2066791269,4,is going to picnic it up then watch Game 2 of the Lakers-Magic series Go Lakers!
273,1468007617,4,@katayy what do you think of Kelly clarkson? her new album has been pumping through my MP3 player for weeks now 
274,1468021270,4,What an awesome day Boy am I grateful &amp; blessed
275,1976012690,4,@tru_artiste my dude ima have the pics up soon prolly facebook
276,1691089560,4,@HollywoodHansM lol like how gud kobe iz!! lol and its gunn be the lakers &amp; cavs in the finals 
277,1978392943,4,First day of shows is done and looking forward to Lakers v Magic finals 
278,2070088074,4,@lancearmstrong http://twitpic.com/6vb49 - wow lance great pic brother! you my idol! my mom just beat breast cancer! 
279,1559070007,4,@LittleFletcher Hi Carrie! How are you? Girl
280,1467987350,4,Nice
281,1994653836,4,omg! well..here is the best news of all time in Brazil with McFly: http://bit.ly/zp3If Look at this boys! 
282,1882358244,4,@pcdnicole Hi Nicole
283,1824427928,4,I know am the owner of the ultimate iPod thanks to @grantcrusor... My music collection is quite serious. That is all. Good night folks 
284,1971825496,4,I've got a new toy and have joined iphonedom I love it!
285,2063164137,4,Just downloaded taylor swift because bauer has got me hooked 
286,2052940465,4,@catharinamcfly think of London and you'll survive! Can't believe that it's less then a year until I graduate! London Here I come! 
287,1752749091,4,@Bparker_Seattle I totally 4 got about Golden Girls that is a gr8 Show 
288,1997963956,4,great time at @starbucks with @algarcia3505 &amp; @cgarcia47 ! now I'm out for a bit 
289,1831259934,4,My Lakers won
290,2053234719,4,taylor swift's songs make me happy
291,2055617579,4,starbucks with the soon-to-be bride and her sister 
292,1467951978,4,going to the sunshine coast on Thursday should be pretty awesome
293,1960351165,4,@spicebugsmom A few more for you to follow: @aims7 @alirushton @dillyh @Oprah @timescolonist @JohnCleese ...Welcome to Twitter mums 
294,2060277033,4,instead i told my mom to go to mcdonalds hahaha
295,1467952934,4,Home just in time for Chelsea Lately 
296,2180623876,4,i think it's awesome that @mishacollins has more votes than @oprah on the tweeterwall. keep up the work! 
297,1467822283,4,@DaRealSunisaKim Thanks for the Twitter add
298,1967963080,4,LAKERS FTW BABYY!! my boys did work tonight!!! 
299,1791744579,4,@ddlovato Demi I'll deff see you on Brazil (S•À_o Paulo) on the show &amp;&amp; stage! so excited
300,1976960923,4,Anyone else love the fact that they #Lakers are not even playing tonight but #Kobe is #5 on trending topics! 
301,1976961279,4,@stasia19 i got work at 8:30 so i'm going to bed now. i shall ttyl
302,2188615777,4,@Audrey_O Girl
303,1986945698,4,@TayStarr awww thats my job
304,1969959831,4,@NasaCaligeek I think even the coolest ppl have a geek inside waiting patiently to get out... 
305,1998858304,4,@BennyDavro Honey
306,1468036672,4,@hitwithafish very nice pics! Such a cute family! 
307,1467972403,4,@VampireBill Goodnight and take care 
308,1467952308,4,@ashleeadams doesn't make you look fat at all man. Good photo. 
309,1686285768,4,@sydneymckinley im not gonna lie
310,2065608954,4,@tommcfly will you watch Green Day on UK this year? can't wait to see them in Brazil... Billie is trying to learn some portuguese! 
311,1985646530,4,sooo excited....i just bought tickets to Taylor Swift. ahhhhhh 
312,2011928741,4,liked seeing President Obama visit 5 Guys 
313,1467841943,4,@guykawasaki congrats on 100
314,1467972949,4,@Msdebramaye I heard about that contest! Congrats girl!! 
315,2032716210,4,@AmyLee27 Hi Amy. I great. I took a vacation day today in order to attend a Executive Committee meeting tonight. Obama makes me so proud 
316,2181521610,4,@DONNASAWR Thank you Donna. 
317,1834752708,0,Starbucks then schooll (: last Monday of middle school! 
318,1978826536,4,@luvsJonasandVFC YUP! I'm seeing them in August! woot woot! my first concert was with Corbin Bleu
319,2176417861,0,Feeling bad My stomach hurts. Going to have lunch and watch Oprah at 3 o'clock - that will make me feel better
320,2252134609,0,Working AGAIN today! I haven't had a day off in over a week...I'm so sick of starbucks
321,1467824911,4,loves chocolate milk and that is GF YEAH..
322,1880801549,4,@JonasAustralia i voted like ten times 
323,2197128859,0,I wasn't worried about Xbox Live's downtime today
324,1467953820,4,Is lying in bed with a babe 
325,2248861114,0,@ashleyxtellez watching that 70s waiting for my headache to go away lasted all day...
326,2192019323,4,England trip update: just saw stonehenge and now heading to london! 
327,1467917606,4,@imagejennation @whitrt we found a great Chinese place to hang out at 
328,1468000014,0,Just got done watching the new House episode.Definitely one of the saddest episodes ever. 
329,1467843568,0,Was intending to finish editing my 536-page novel manuscript tonight
330,1467843590,4,@kayotae Just had a martini myself. 
331,2232391007,0,Is going to Vegas but wanting to go to Seattle 
332,2051019953,0,@SarahCowan my doctor told me to stop caffine. I'm like a tea &amp; coffee fanatic and now everytime I pass a Starbucks I cry... 
333,1467943375,0,Why is that when you have time off from work you get sick? 
334,1573415270,0,@seattlewire
335,1467872181,0,@charlietm I know right. I dunno what is going on with twitter. 
336,2064920886,0,Facebook doesn't load 
337,1977024016,0,what's wrong with LeBron James? 
338,2016132198,0,Wishes his xbox gets error 74 nd then he can send his xbox to germany to get it fixed for free rather than 2 red lighting all the time 
339,1932449874,0,@raczilla I guess this means no Cavs championship T shirt from @Dewiel 
340,1695769298,0,Can't believe I have to wait til Thursday to see my Cavs play 
341,1982122434,0,Oh my god
342,2001412953,4,I'm getting stuff ready for my super awesome day at Sydney and meeting with John Green. SOO EXCITED!!
343,2061283828,4,give me good songs for my ipod please 
344,1467893275,0,Michigan who? I don't know them. *sigh* Shameful!
345,1468021275,4,@teleken It's a feat of USB engineering! Makes every day a party. 
346,1468018434,0,IS PHONELESS ...NOW OFF TOO SLEEP
347,1468053804,0,omg... &quot;The Reader&quot; is making me 
348,2002850941,0,@hemanshujain - My facebook friends were pissed with my tweets 
349,1468038892,4,@zoecello Love the &quot;cello cave!&quot; I saw you at Convergence 13 and am glad to find you have a Twitter. Keep on being awesome. 
350,1467856632,0,i don't see the big deal with this website 
351,2063825847,0,IN DESPERATE NEED FOR IPHONE MONEY (srsly
352,2215772885,0,@alanasachi hahaha aww I wish I could come but I have work boooo!
353,1467994306,0,im so tired of work...i need a life.... 
354,1467953686,4,Back from school. NO MORE SCHOOL FOR TWO WEEKS :)
355,1468004846,0,heartbroken over little sandra. prayers are with the family. 
356,2062001110,0,@startonomics: @vishnupsp oooh
357,1880343315,0,#shaundiviney#bradiewebb... ...dang it.1st sydney show ss sold out..my driver didnt get ticket ..&lt;3 angel *swoooooooon* &lt;3 him x10000000
358,1468010236,0,home for spring break. no one is home tho 
359,2237582812,0,Ugh i remember why i never eat mcdonalds anymore... Because cancer tastes horrible! 
360,2203144075,0,@NASA NASA managers have decided to postpone the launch of space shuttle Endeavour due to the hydrogen leak. 
361,2056788868,4,@JonathanRKnight i'd share my latte with you. just got back from a starbucks run myself 
362,2188643511,0,mannn wth
363,1556531135,4,@jenocidal I think my iPhone was thinking the same thing because the next song was cake
364,1981860855,0,Oh oh
365,1961216071,4,@BadBoyOfOpera We have here
366,2190389353,4,Writin' my 4 pages of notes for my Media Exam this Afternoon
367,1467916959,0,@OfficialRandL when is the announcement? i stayed up late last night 
368,1977375510,4,Time to break out Howard's puppet! Bye bye LeBron! 
369,2250980414,0,I want to see king blues at the &quot;electric ballroom&quot; in london but ill get crushed. I hate being a 14 year old that looks like an 8 yr old
370,1468021796,4,@StarChile.....ahhh.....alright. Thanks. Congrat's on your team's win today 
371,2066338403,0,Down with a nasty fever 
372,2184738503,4,watchin oprah
373,1990349229,4,Hey @daughter_4oprah! tomorrow is your mom's birthday right? tell her happy bday for me!! tnx! is she going to be on oprah??
374,2193005920,0,A word of caution for would be McDonalds free coke cups collecters. The glass is not the same color on each cup. We have brown and purple 
375,1770888437,0,@ashleybella no i won't be able to go! ... are you going to the taylor swift concert?
376,2057916905,0,....If i am going warsal that means no church in the morning if i dont go church but i think it imporant to see my nan coz she go cancer 
377,1972918352,4,Still recovering from a longg morning yesterday at the Today Show with Taylor Swift!! SO FUNN 
378,1467935515,4,@chasepino I wish I was as cool as you.. 
